age	gender	education	studyabroad	problem	contribution	contribution	optimistic	fear	eastdev	origin	background	ruraldevplus	duration
31-35	Male	S2	Yes	Education,Technology	Professional	Professional	Yes	Capital	Yes	Lampung	Ilmu Sosial dan Politik	Yes	2-5
17-25	Female	S1	Yes	Limited job,Technology,Youth	Entrepreneur	Entrepreneur	Yes	Paper,Family	Yes	DI Yogyakarta	Bisnis	Yes	< 2
26-30	Female	S1	No	Bureaucracy,Macroeconomics,Technology	Professional	Professional	Yes	Believe	Yes	Sumatera Selatan	Ilmu Sosial dan Politik	Yes	5-7
26-30	Male	S1	Yes	Disaster	Birokrat	Birokrat	Maybe	Paper,Alone,Bureaucracy	Yes	DKI Jakarta	Hubungan Internasional	Yes	2-5
17-25	Female	SMA	No	Crime,Limited job,Bureaucracy,Education,Agriculture,Energy,Natural resources,Technology	Professor	Professor	Yes	Paper,Communication	Yes	Sumatera Utara	Sastra	Yes	< 2
17-25	Male	S1	No	Limited job	Professor	Professor	Yes	Paper,Alone,Communication	Yes	Sulawesi Selatan	Ekonomi	Yes	2-5
17-25	Male	S1	Yes	Limited job	Professor	Professor	Yes	Politics,Bureaucracy	Yes	Sumatera Utara	Teknik	Yes	> 7
17-25	Male	S2	No	Limited job,Education,HumanSociety,Media	Professor	Professor	Yes	Believe	No	DI Yogyakarta	applied science	No	
17-25	Female	S1	No	Limited job,Energy,Natural resources	Professor	Professor	Yes	Paper	Yes	Kalimantan Timur	Teknik	Yes	2-5
17-25	Male	S1	No	Education	Professor	Professor	Maybe	Politics	Yes	Gorontalo	Akuntansi	Yes	< 2
35+	Female	S2	Yes	Energy,Natural resources	Birokrat	Birokrat	Maybe	Bureaucracy	Yes	DKI Jakarta	Bisnis	Yes	2-5
17-25	Female	S1	Yes	Bureaucracy,Health,PoliticsLaw	Professor	Professor	Yes	Alone	Yes	Jawa Barat	Sains (kesehatan)	Yes	< 2
26-30	Female	S1	No	Crime,PoliticsLaw,HumanSociety,Media	Professor	Professor	Yes	Politics	Yes	Nusa Tenggara Barat	Kimia	Yes	> 7
17-25	Female	SMA	No	Education,Children	Professional	Professional	Yes	Believe,Timing,Inside	Yes	DKI Jakarta	Pendidikan	Yes	< 2
17-25	Female	S1	No	Youth	Professor	Professor	Yes	Believe	Yes	Jawa Timur	Keperawatan	Yes	< 2
17-25	Male	SMA	No	Crime,Limited job,Education,PoliticsLaw,Agriculture,Natural resources,Media,Macroeconomics,Microeconomics,Technology, Macroeconomics	Professor	Professor	Yes	Believe	Yes	DI Yogyakarta	Teknik	Yes	2-5
17-25	Female	D3	No	Crime,Limited job,Education,Defense,Defense,Youth	Professor	Professor	Yes	Realistic,Alone,No idea	Yes	Kepulauan Riau	Ekonomi	Yes	2-5
31-35	Male	S2	Yes	Energy	Professional	Professional	Maybe	Realistic,Politics,Bureaucracy,Timing	Yes	Jawa Timur	Pendidikan	Yes	2-5
17-25	Male	S2	Yes	Agriculture	Professional	Professional	Yes	Realistic,Paper,Politics,Capital,Bureaucracy,	Yes	Jambi	Ilmu Sosial dan Politik	Yes	2-5
31-35	Female	S2	No	Education	Professor	Professor	Maybe	Politics,Bureaucracy	Yes	Maluku	keperawatan dan biomedik	Yes	> 7
17-25	Female	SMA	No	Macroeconomics,Technology	Entrepreneur	Entrepreneur	Yes	Capital,Communication	Yes	Jawa Barat	Peternakan	Yes	< 2
26-30	Female	S1	No	Limited job,Bureaucracy,PoliticsLaw,Technology	Professor	Professor	Maybe	Realistic,Politics,Capital	No	Jawa Barat	Pendidikan	No	
31-35	Male	S1	No	Limited job,Bureaucracy,Agriculture,Macroeconomics,Youth	Professor	Professor	Yes	Realistic,Paper,Politics,Capital	Yes	Jawa Tengah	Kedokteran	Yes	2-5
17-25	Female	S1	Yes	Bureaucracy,Energy,Defense,Media,Technology	Entrepreneur	Entrepreneur	Yes	Politics,Bureaucracy	Yes	Jawa Tengah	Sastra	Yes	2-5
17-25	Female	S1	No	Crime,Bureaucracy,Education,Health,Agriculture	Professional	Professional	Yes	Realistic,Politics,Bureaucracy	Yes	Bali	Sains	Yes	2-5
26-30	Male	S1	No	Limited job,Education,Health,Gender equality,Agriculture,Technology	Professor, Entrepeneur, Professional	Professor, Entrepeneur, Professional	Yes	Believe	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	> 7
26-30	Female	S2	Yes	Crime,Limited job,Bureaucracy,Health,Natural resources,Technology	Professor	Professor	Yes	Realistic,Bureaucracy	Yes	Banten	HumanSocietyiora	Yes	2-5
26-30	Female	SMA	No	Education,Youth	Activist	Activist	Yes	Politics,Alone,Timing	Yes	DI Yogyakarta	Sistem Informasi/ Komputer	No	
17-25	Female	S1	Yes	Energy,Natural resources	Professional	Professional	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	2-5
26-30	Male	S2	No	Education,Agriculture	Entrepreneur	Entrepreneur	Yes	Politics,Bureaucracy	Yes	Jawa Barat	Biologi	Yes	2-5
17-25	Male	SMA	No	Bureaucracy,Energy,Macroeconomics	Professional	Professional	Maybe	Politics,Alone,Capital	Yes	Bali	Hubungan Internasional	Yes	> 7
31-35	Female	S1	Yes	Limited job,Education,Health,Gender equality,Agriculture,HumanSociety,Macroeconomics	Entrepreneur	Entrepreneur	Yes	Politics,Bureaucracy,Timing	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	2-5
26-30	Female	S1	Yes	Crime,Health,PoliticsLaw,Agriculture,HumanSociety	Entrepreneur	Entrepreneur	Yes	Believe	No	Jawa Barat	Bisnis	No	
17-25	Male	S1	No	Education,Health	Professor	Professor	Yes	Believe	Yes	Jawa Tengah	Teknik	Yes	> 7
17-25	Female	S2	Yes	Limited job,Education,Health	Professor	Professor	Yes	Realistic	Yes	Kepulauan Riau	Kedokteran	Yes	2-5
26-30	Female	S1	No	Education,Energy	Birokrat	Birokrat	Yes	Politics,Bureaucracy	Yes	Nusa Tenggara Barat	Industri	Yes	5-7
17-25	Male	S1	No	Health	Entrepreneur	Entrepreneur	Yes	Paper,Alone,Capital,Bureaucracy	Yes	Jawa Tengah	Pendidikan	Yes	2-5
17-25	Female	S1	No	Limited job,Education,Media,Technology	Professor	Professor	Yes	Believe	Yes	Sumatera Utara	Pendidikan	Yes	> 7
17-25	Male	S1	No	Crime,Bureaucracy,Education,PoliticsLaw,Agriculture,Energy,Natural resources,Media,Macroeconomics,Microeconomics, Energy	Professor	Professor	Yes	Alone	Yes	Sulawesi Tengah	Pertanian	Yes	5-7
17-25	Male	S1	No	Crime,Limited job,Bureaucracy,Education,Macroeconomics,Microeconomics,Youth	Professor	Professor	Yes	Believe	Yes	Jawa Tengah	Pendidikan	Yes	< 2
17-25	Male	S1	No	Bureaucracy,PoliticsLaw,Macroeconomics	Entrepreneur	Entrepreneur	Yes	Realistic,Politics,Bureaucracy	Yes	Jawa Timur	Ekonomi	Yes	2-5
17-25	Male	SMA	No	Crime,Bureaucracy,Education,Health,PoliticsLaw,Agriculture,Energy,Defense,Media,Macroeconomics, Technology	Professor	Professor	Yes	Realistic,Alone	Yes	Jawa Barat	Pendidikan	Yes	< 2
17-25	Female	S1	Yes	Crime,Limited job,Education,PoliticsLaw,Energy	Professor	Professor	Maybe	Inside	Yes	Sulawesi Selatan	Teknik	Yes	< 2
26-30	Male	S1	No	Crime,Limited job,Education,PoliticsLaw,Energy	Professor	Professor	Yes	Believe	Yes	Jawa Timur	Teknik	Yes	< 2
17-25	Female	D3	No	Bureaucracy,Gender equality,HumanSociety,Youth	Entrepreneur	Entrepreneur	Yes	Politics	Yes	Jawa Timur	Kedokteran	Yes	< 2
17-25	Male	S1	No	Education,Health,Agriculture	Professor	Professor	Yes	Alone,Communication,Timing	Yes	Kalimantan Selatan	Hubungan Internasional	Yes	5-7
17-25	Female	S1	No	Health	Entrepreneur	Entrepreneur	Yes	Paper,Alone	Yes	Banten	agribisnis	Yes	< 2
17-25	Male	S1	Yes	Limited job,Education,Gender equality,Media,Youth	Professional	Professional	Yes	Bureaucracy	Yes	Jawa Timur	Teknik	Yes	5-7
17-25	Male	S2	Yes	Bureaucracy,Education,Defense	Professional	Professional	Maybe	Realistic,Politics,Capital,Communication,Bureaucracy,	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Male	S1	Yes	Crime,Limited job,Bureaucracy,Education,PoliticsLaw,Agriculture,Microeconomics	Professional	Professional	Yes	Believe,Alone,Capital	No	DKI Jakarta	Ekonomi	Yes	< 2
26-30	Male	S2	Yes	Crime	Professor	Professor	Yes	Paper,Politics,Alone,Capital	Yes	DI Yogyakarta	Sistem Informasi/ Komputer	Yes	5-7
17-25	Male	S2	No	Crime,Limited job,Bureaucracy,Education,Gender equality,PoliticsLaw,Technology,Youth	Professor	Professor	Yes	Bureaucracy	Yes	Maluku Utara	Pendidikan	Yes	2-5
26-30	Male	S1	No	Bureaucracy,HumanSociety	Professor	Professor	Maybe		Yes	Sulawesi Selatan	Ilmu Sosial dan Politik	Yes	> 7
17-25	Male	S1	No	Limited job,Education,Defense,Defense,Media,Youth	Professor	Professor	Yes	Believe,Realistic	Yes	Jawa Timur	Seni/ Desain/ Media	Yes	2-5
26-30	Male	S2	Yes	Crime,Bureaucracy,Education,PoliticsLaw,Media	Birokrat	Birokrat	Maybe	Communication,Bureaucracy	No	Jawa Barat	Ekonomi	No	< 2
26-30	Female	S2	No	Youth	Professor	Professor	Yes	Realistic	Yes	Riau	peneliti tanaman	Yes	< 2
26-30	Male	S2	No	Energy	Professor	Professor	Maybe	Politics,Alone,Bureaucracy	Yes	Lampung	Psikologi	Yes	5-7
17-25	Female	S1	Yes	Agriculture,Energy,Media,Technology	Professor	Professor	Yes	Believe	Yes	Jawa Timur	pertanian	Yes	5-7
17-25	Female	S1	No	Education,Energy	Professor	Professor	Maybe	Realistic	Yes	Papua	Teknik	Yes	> 7
26-30	Male	S1	No	Crime,Education,PoliticsLaw,Youth	Professional	Professional	Yes	Believe	Yes	Nusa Tenggara Barat	Pendidikan	Yes	5-7
35+	Male	S1	No	Bureaucracy,Macroeconomics	Professor	Professor	Yes	Paper,Communication	Yes	Nusa Tenggara Barat	Pendidikan	Yes	2-5
17-25	Male	S1	No	Crime,Bureaucracy,Education,Health,PoliticsLaw,Natural resources,Defense,Media	Professional	Professional	Yes	Believe	Yes	Jawa Barat	Farmasi	Yes	2-5
17-25	Male	S1	No	Education,Health,PoliticsLaw,Defense	Professor	Professor	Yes	Capital,Communication	Yes	Kalimantan Barat	Kesehatan Masyarakat	Yes	< 2
17-25	Male	S1	Yes	Crime,Health,Media,Youth	Professional	Professional	Maybe	Politics,Alone,No idea	Yes	DKI Jakarta	Teknik	Yes	5-7
17-25	Male	S1	Yes	Energy,Technology	Birokrat	Birokrat	Yes	Communication	Yes	Jawa Tengah	Sistem Informasi/ Komputer	Yes	< 2
17-25	Male	S1	No	Health	Entrepreneur	Entrepreneur	Maybe	Paper,Alone,Capital	Yes	Nusa Tenggara Barat	Ekonomi	Yes	> 7
17-25	Female	S2	No	Education,Defense	Professor	Professor	Yes	Paper,Capital,Communication,Inside	Yes	DI Yogyakarta	Sains	Yes	2-5
17-25	Male	S1	No	Crime,Limited job,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,HumanSociety,Media,Youth,	Professor	Professor	Yes	Timing	Yes	Kalimantan Barat	Ilmu Sosial dan Politik	Yes	> 7
31-35	Male	S1	Yes	Education,Health	Professor	Professor	Maybe	Realistic,Communication	Yes	Jawa Barat	Pendidikan	Yes	> 7
17-25	Female	S2	Yes	Crime,Limited job,Education,Agriculture,Youth	Professional	Professional	Maybe	Timing	Yes	Jawa Barat	Sains	Yes	< 2
17-25	Male	S1	Yes	Health	Entrepreneur	Entrepreneur	Maybe	Realistic,Politics,Bureaucracy	Yes	Sulawesi Selatan	Bisnis	Yes	2-5
26-30	Male	S2	No	CreativeTourism,Environmental	Professor	Professor	Yes	Believe	Yes	Jawa Barat	Teknik	Yes	< 2
26-30	Female	S2	Yes	Technology	Professor	Professor	Maybe	Alone	No	Banten	Pengelolaan sumberdaya dan pembangunan perdesaan	No	
17-25	Male	S1	Yes	Education,Gender equality,Youth	Professor	Professor	Yes	Believe	Yes	Sulawesi Selatan	Teknik	Yes	< 2
17-25	Male	S2	No	Energy	Professor	Professor	Yes	Believe	Yes	DKI Jakarta	Sistem Informasi/ Komputer	Yes	2-5
26-30	Female	S2	Yes	Agriculture,Defense	Entrepreneur	Entrepreneur	Yes	Paper	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Male	SMA	No	Youth,PoliticsLaw	Entrepreneur	Entrepreneur	Maybe	Alone	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Female	S1	No	Media	Professor	Professor	Yes	Politics	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Male	SMA	No	Health,Gender equality	Professor	Professor	Yes	Realistic,Paper,Alone,Capital	Yes	Jawa Barat	Ekonomi	Yes	2-5
17-25	Male	S1	No	Limited job,Technology	Professional	Professional	Yes	Realistic,Paper,Capital,Inside	Yes	Jawa Barat	Teknik	Yes	2-5
17-25	Male	S1	Yes	Health,Gender equality	Professional	Professional	Yes	Politics,Bureaucracy	Yes	DKI Jakarta	Teknik	Yes	2-5
31-35	Female	S2	Yes	Macroeconomics	Professor	Professor	Yes	Paper	Yes	Jawa Barat	Pendidikan	Yes	2-5
17-25	Female	S1	Yes	Crime,Limited job,Bureaucracy,Education,Youth	Professional	Professional	Maybe	Paper	Yes	Jawa Barat	Psikologi	Yes	2-5
26-30	Female	S1	No	Crime,Limited job,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Media,Microeconomics,Technology, HumanSociety	Professional	Professional	Maybe	Bureaucracy	No	Banten	Hukum	No	
17-25	Female	S1	Yes	Education,Agriculture	Professor	Professor	Maybe	No idea	Yes	DKI Jakarta	Sains	Yes	< 2
31-35	Male	S2	Yes	Limited job,Bureaucracy,Education	Professor	Professor	Yes	Alone	Yes	DI Yogyakarta	Bisnis	Yes	< 2
17-25	Male	SMA	No	Limited job	Professional	Professional	Yes	Believe	No	Lampung	Teknik	No	
17-25	Female	S1	No	Crime,Education,Agriculture,Defense,HumanSociety,Technology,Youth	Professor	Professor	Yes	Timing	Yes	Kalimantan Timur	Sains	Yes	2-5
17-25	Female	S2	Yes	Bureaucracy,Education,Technology	Professor	Professor	Maybe	Capital	Yes	Jawa Barat	biosains dan bioteknologi	Yes	2-5
17-25	Female	S2	Yes	Education	Birokrat	Birokrat	Maybe	Bureaucracy	Yes	Jawa Timur	Hukum	Yes	2-5
17-25	Female	S1	No	Health	Entrepreneur	Entrepreneur	Yes	Paper,Alone,Communication,Bureaucracy	Yes	Jawa Barat	Sains	Yes	> 7
17-25	Male	S1	Yes	Education	Professional	Professional	Yes	Believe	Yes	Lampung	Sains	Yes	> 7
17-25	Male	S1	No	Limited job,Agriculture,Microeconomics	Professional	Professional	Yes	Believe	Yes	Jawa Barat	Teknik	Yes	2-5
17-25	Male	S1	No	Education,Energy,Natural resources,Defense,Technology,Youth	Entrepreneur	Entrepreneur	Yes	Alone,Communication	Yes	Bangka Belitung	Kesehatan	Yes	< 2
17-25	Male	S1	No	Youth	Entrepreneur	Entrepreneur	Maybe	Realistic	Yes	Jawa Barat	Sistem Informasi/ Komputer	Yes	2-5
17-25	Female	SMA	No	Education,Technology	Professor	Professor	Maybe	Paper,Communication,Bureaucracy	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Female	SMA	No	Education	Professor	Professor	Yes	Politics,Alone,Communication,Inside	Yes	Bangka Belitung	Sains	Yes	< 2
17-25	Female	S1	No	Limited job,Bureaucracy,Education	Professor	Professor	Yes	Paper	Yes	DI Yogyakarta	Sains	Yes	< 2
17-25	Female	S1	No	Limited job,Health,Natural resources	Professional	Professional	Maybe	Realistic,Capital	Yes	Jawa Tengah	Teknik	Yes	2-5
35+	Female	S2	No	Education,Health,Gender equality	Birokrat	Birokrat	Yes	Believe	Yes	Kepulauan Riau	Ekonomi	Yes	< 2
17-25	Male	S1	No	Agriculture,Media,Macroeconomics,Microeconomics	Professor	Professor	Yes	Alone,Capital	Yes	Sumatera Barat	Sains	Yes	< 2
17-25	Male	S1	No	Energy,Defense,Media,Technology	Professional	Professional	Yes	Realistic	Yes	Jawa Tengah	Pendidikan	Yes	< 2
26-30	Male	S2	Yes	Limited job,Bureaucracy,Education,Agriculture,Energy,Microeconomics,Technology	Professor, Birokrat	Professor, Birokrat	Yes	Communication	Yes	DKI Jakarta	Ekonomi	Yes	< 2
26-30	Female	S1	No	Limited job,Health,Energy,Media,Macroeconomics	Birokrat	Birokrat	Maybe	Believe	Yes	DI Yogyakarta	Ekonomi	Yes	> 7
17-25	Male	S1	No	Education,Health,Gender equality,Youth	Professor	Professor	Yes	Believe	Yes	Sulawesi Selatan	HumanSocietyiora	Yes	2-5
17-25	Male	S1	No	Limited job,Defense,Macroeconomics,Technology	Professor	Professor	Yes	Family,Communication,Inside	Yes	Sulawesi Selatan	HumanSocietyiora	Yes	2-5
26-30	Female	S1	No	Technology,Youth	Birokrat	Birokrat	Yes	Bureaucracy	No	Riau	Sains	No	
17-25	Male	S1	No	Crime,Limited job,Bureaucracy,Education,Youth	Professor	Professor	Maybe	Politics	Yes	Jawa Barat	Sastra	Yes	< 2
17-25	Female	S1	No	Technology	Professional	Professional	Maybe	Believe	Yes	Sumatera Selatan	Seni/ Desain/ Media	Yes	2-5
26-30	Female	S1	No	Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Agriculture,Energy,Natural resources,HumanSociety,Media, Youth	Professional	Professional	Yes	Realistic,Paper	Yes	Aceh	Ekonomi	Yes	2-5
17-25	Male	SMA	No	Crime,Education	Professional	Professional	Maybe	Realistic,Alone,Capital	Yes	Banten	Sistem Informasi/ Komputer	Yes	> 7
17-25	Female	S1	No	Health,Agriculture	Professor	Professor	Maybe	Paper	Yes	Banten	Ekonomi	Yes	2-5
26-30	Male	S1	No	Limited job,Macroeconomics,Microeconomics,Technology	Professor	Professor	Yes	Believe	Yes	Kalimantan Selatan	Ilmu Sosial dan Politik	Yes	< 2
31-35	Male	D3	No	Limited job,Education,Energy,Technology	Professional	Professional	Maybe	Paper,Alone	Yes	DKI Jakarta	Ekonomi	Yes	> 7
17-25	Male	S1	No	Education	Professor	Professor	Yes	Paper	Yes	Nusa Tenggara Barat	Pendidikan	Yes	2-5
17-25	Female	S1	No	Education,Energy,Technology	Professional	Professional	Maybe	Alone,Inside	Yes	Jawa Timur	Seni/ Desain/ Media	Yes	2-5
17-25	Female	S1	No	Education,Health,Media,Technology,Youth	Entrepreneur	Entrepreneur	Maybe	Believe	Yes	Jawa Tengah	Ekonomi	Yes	2-5
17-25	Female	S1	No	Limited job,Education,Youth	Professor	Professor	Yes	Believe	Yes	DI Yogyakarta	Kesehatan	Yes	2-5
17-25	Male	S1	No	Crime,Education,Health,Gender equality,Macroeconomics,Microeconomics,Youth	Professor	Professor	Yes	Alone,Timing	Yes	Sulawesi Selatan	Sains	Yes	> 7
26-30	Female	S1	No	Education,Agriculture,Defense	Professor	Professor	Maybe	Alone,Communication	Yes	Aceh	Kesehatan	Yes	2-5
17-25	Male	SMA	No	Crime,Energy,Youth	Entrepreneur	Entrepreneur	Maybe	Realistic,Politics,Inside	Yes	Banten	Ekonomi	Yes	< 2
17-25	Male	S1	No	Education,Media	Professor	Professor	Yes	Capital	Yes	Sulawesi Selatan	Pendidikan	Yes	5-7
17-25	Male	S1	No	Health,Gender equality	Professor	Professor	Yes	Realistic,Paper,Politics,Alone,Bureaucracy,	Yes	Jawa Timur	Teknik	Yes	< 2
17-25	Female	S1	Yes	Crime,Bureaucracy,Education,Health,PoliticsLaw	Entrepreneur	Entrepreneur	Yes		Yes	Jawa Timur	Sains	Yes	2-5
26-30	Male	S2	Yes	Education,Defense	Entrepreneur	Entrepreneur	Yes	Paper,Capital,Bureaucracy	Yes	Sulawesi Selatan	Kedokteran	Yes	< 2
17-25	Male	S2	No	Limited job,Agriculture,Youth	Birokrat	Birokrat	Yes	Believe	Yes	Jawa Barat	Ekonomi	Yes	2-5
17-25	Female	S1	Yes	Limited job	Professional	Professional	Yes	Paper,Politics,Family,Inside	Yes	DKI Jakarta	Ekonomi	Yes	2-5
17-25	Male	SMA	No	Crime,Limited job,Bureaucracy,Education,Health,Gender equality,Youth	Activist	Activist	Yes	Timing	Yes	Jawa Tengah	Pendidikan	Yes	< 2
17-25	Female	SMA	No	Limited job,Education,Health,Agriculture,Defense,Media	Entrepreneur	Entrepreneur	Yes	Realistic	Yes	Banten	Kesehatan	Yes	2-5
17-25	Female	S1	No	Crime,Bureaucracy,Education,Gender equality,PoliticsLaw,Media,Youth	Professional	Professional	Maybe	Capital,Communication	Yes	DKI Jakarta	Ekonomi	No	
17-25	Female	S1	No	Bureaucracy,Media	Birokrat	Birokrat	Maybe	Bureaucracy	No	Jawa Barat	Teknik	No	
26-30	Male	S2	No	Education,Agriculture,Energy,Youth	Professor	Professor	Yes	Bureaucracy	Yes	Aceh	Pendidikan	No	2-5
35+	Male	S2	No	Limited job,Energy	Birokrat	Birokrat	Yes	Paper,Alone,Capital	Yes	Aceh	Ekonomi	Yes	> 7
17-25	Female	S1	No	Limited job,Education,Technology	Professor	Professor	Yes	Realistic,Alone,Communication,Bureaucracy	Yes	Sumatera Selatan	Pendidikan	Yes	2-5
31-35	Female	S1	No	Education,Media,Macroeconomics,Microeconomics	Entrepreneur	Entrepreneur	Yes	Believe,Paper,Alone,Communication	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Male	SMA	No	Crime,Limited job,Education,Health,PoliticsLaw,Energy,Defense,Media	Entrepreneur	Entrepreneur	Yes	Communication,Bureaucracy	Yes	Jawa Timur	Ilmu Sosial dan Politik	Yes	5-7
17-25	Male	S1	No	Infrastructure	Professor	Professor	Maybe		Yes	DKI Jakarta	Kesehatan	Yes	< 2
17-25	Female	S2	No	Health,Gender equality,Macroeconomics	Birokrat	Birokrat	Maybe	Politics,Bureaucracy	Yes	Jawa Timur	Ekonomi	Yes	2-5
17-25	Female	S1	No	Limited job,Agriculture,Energy	Professor	Professor	Yes	Realistic,Bureaucracy	Yes	Jawa Barat	Sejarah	Yes	5-7
26-30	Male	S1	No	Crime,Limited job,Education,Youth	Professional	Professional	Yes	Alone	Yes	Jawa Timur	Hubungan Internasional	Yes	> 7
17-25	Male	SMA	No	Limited job,Education,Macroeconomics,Microeconomics	Entrepreneur	Entrepreneur	Yes	Realistic,Bureaucracy	Yes	Jawa Timur	Pendidikan	Yes	> 7
17-25	Female	S1	No	Crime,Bureaucracy,PoliticsLaw	Professor	Professor	Yes	Alone	Yes	DKI Jakarta	Hubungan Internasional	Yes	< 2
26-30	Male	SMA	No	Youth	Professor	Professor	Yes	Believe	Yes	DI Yogyakarta	Pendidikan	Yes	5-7
17-25	Male	S1	No	Youth	Professor	Professor	Yes	Paper,Politics,Alone,No idea,No idea,	Yes	DI Yogyakarta	Geografi	Yes	< 2
26-30	Male	S2	No	Macroeconomics	Professional	Professional	Yes	Politics,Capital,No idea,Bureaucracy,Timing,	Yes	Jawa Timur	Ekonomi	Yes	2-5
17-25	Female	S1	No	Education	Entrepreneur	Entrepreneur	Yes	Realistic	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Male	S2	Yes	Education	Professional	Professional	Maybe	Paper	Yes	Kalimantan Barat	Teknik	Yes	> 7
17-25	Male	S1	No	Crime	Professor	Professor	Yes	Realistic,Paper,Communication,Bureaucracy,Inside,	Yes	Sulawesi Selatan	Sejarah	Yes	2-5
26-30	Male	S1	No	Crime,Education,Media	Entrepreneur	Entrepreneur	Yes	Politics,Bureaucracy	Yes	Sulawesi Selatan	Sistem Informasi/ Komputer	Yes	2-5
26-30	Male	S1	No	Limited job,Education,Media,Microeconomics	Professor	Professor	Yes	Alone,Inside	Yes	Sulawesi Tenggara	Kesehatan	Yes	5-7
17-25	Female	S2	Yes	Education	Professor, Entrepreneur	Professor, Entrepreneur	Maybe	Realistic,Paper,Alone	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	< 2
17-25	Male	S1	Yes	Youth	Entrepreneur	Entrepreneur	Maybe	Believe,Bureaucracy	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Female	S1	Yes	Education	Professor	Professor	Yes	Capital	Yes	Jawa Barat	Seni/ Desain/ Media	Yes	2-5
17-25	Female	S1	No	Media	Birokrat	Birokrat	Yes	Believe	Yes	DKI Jakarta	Ekonomi	Yes	< 2
26-30	Male	S1	No	Limited job,Education	Professor	Professor	Yes	Realistic,Family,Alone,Capital,Timing,	Yes	Sulawesi Tenggara	Ekonomi	Yes	> 7
26-30	Female	S2	Yes	Health,Gender equality,Youth	Professor	Professor	Yes	Believe	Yes	DKI Jakarta	Bisnis	Yes	< 2
26-30	Female	S2	Yes	Limited job,Education,Energy,Technology	Birokrat	Birokrat	Yes	Believe	No	Jawa Barat	Ekonomi	No	
17-25	Female	S2	Yes	Education,Youth	Entrepreneur	Entrepreneur	Yes		Yes	DKI Jakarta	Bisnis	Yes	< 2
17-25	Male	S1	Yes	PoliticsLaw,Youth	Professor	Professor	Maybe	Realistic	Yes	DI Yogyakarta	Teknik	Yes	5-7
26-30	Male	S2	Yes	Crime,Limited job,Bureaucracy,Education,Health,Energy,Natural resources,Defense,HumanSociety,Media,	Entrepreneur	Entrepreneur	Yes	Believe	Yes	Sumatera Utara	Seni/ Desain/ Media	Yes	2-5
17-25	Female	S1	Yes	Limited job,Bureaucracy,Youth	Professor	Professor	Maybe	Paper,Alone,Communication	Yes	Nusa Tenggara Timur	Pendidikan	Yes	> 7
17-25	Female	S1	Yes	Limited job,Health	Professional	Professional	Yes	Alone	Yes	Lampung	Pendidikan geografi	Yes	2-5
26-30	Male	S2	Yes	Crime,Limited job,Agriculture,Macroeconomics,Microeconomics,Youth	Professor	Professor	Yes	Believe	Yes	Jawa Barat	Sains	Yes	> 7
26-30	Male	S3	Yes	Education,Media,Macroeconomics,Microeconomics,Technology	Entrepreneur	Entrepreneur	Yes	Believe,Family	No	Banten	Sains	Yes	> 7
17-25	Male	S1	No	Youth	Professor	Professor	Maybe	Realistic	Yes	Jawa Barat	Teknik	Yes	> 7
17-25	Male	S1	No	Education,Health,PoliticsLaw,Media,Youth	Entrepreneur	Entrepreneur	Yes	Realistic	Yes	Jawa Barat	Sistem Informasi/ Komputer	Yes	> 7
17-25	Male	SMA	No	Education,Energy,Natural resources	Professional	Professional	Yes	Believe	Yes	Jawa Barat	Teknik	Yes	5-7
