age	gender	education	studyabroad	problem	contribution	optimistic	fear	eastdev	origin	background	ruraldevplus	duration
17-25	Male	SMA	No	Crime,Limited job,Education,PoliticsLaw,Agriculture,Natural resources,Media,Macroeconomics,Microeconomics,Technology, Macroeconomics	Professor	Yes	Believe	Yes	DI Yogyakarta	Teknik	Yes	2-5
17-25	Female	D3	No	Crime,Limited job,Education,Defense,Defense,Youth	Professor	Yes	Realistic,Alone,No idea	Yes	Kepulauan Riau	Ekonomi	Yes	2-5
31-35	Male	S2	Yes	Energy	Professional	Maybe	Realistic,Politics,Bureaucracy,Timing	Yes	Jawa Timur	Pendidikan	Yes	2-5
17-25	Male	S2	Yes	Agriculture	Professional	Yes	Realistic,Paper,Politics,Capital,Bureaucracy,	Yes	Jambi	Ilmu Sosial dan Politik	Yes	2-5
31-35	Female	S2	No	Education	Professor	Maybe	Politics,Bureaucracy	Yes	Maluku	Kesehatan	Yes	> 7
17-25	Female	SMA	No	Macroeconomics,Technology	Entrepreneur	Yes	Capital,Communication	Yes	Jawa Barat	Peternakan	Yes	< 2
26-30	Female	S1	No	Limited job,Bureaucracy,PoliticsLaw,Technology	Professor	Maybe	Realistic,Politics,Capital	No	Jawa Barat	Pendidikan	No
31-35	Male	S1	No	Limited job,Bureaucracy,Agriculture,Macroeconomics,Youth	Professor	Yes	Realistic,Paper,Politics,Capital	Yes	Jawa Tengah	Kedokteran	Yes	2-5
17-25	Female	S1	Yes	Bureaucracy,Energy,Defense,Media,Technology	Entrepreneur	Yes	Politics,Bureaucracy	Yes	Jawa Tengah	Sastra	Yes	2-5
17-25	Female	S1	No	Crime,Bureaucracy,Education,Health,Agriculture	Professional	Yes	Realistic,Politics,Bureaucracy	Yes	Bali	Sains	Yes	2-5
26-30	Male	S1	No	Limited job,Education,Health,Gender equality,Agriculture,Technology	Professor, Entrepreneur, Professional	Yes	Believe	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	> 7
26-30	Female	S2	Yes	Crime,Limited job,Bureaucracy,Health,Natural resources,Technology	Professor	Yes	Realistic,Bureaucracy	Yes	Banten	HumanSocietyiora	Yes	2-5
26-30	Female	SMA	No	Education,Youth	Activist	Yes	Politics,Alone,Timing	Yes	DI Yogyakarta	Sistem Informasi/ Komputer	No
17-25	Female	S1	Yes	Energy,Natural resources	Professional	Yes	Believe	Yes	DKI Jakarta	Teknik	Yes	2-5
26-30	Male	S2	No	Education,Agriculture	Entrepreneur	Yes	Politics,Bureaucracy	Yes	Jawa Barat	Sains	Yes	2-5
17-25	Male	SMA	No	Bureaucracy,Energy,Macroeconomics	Professional	Maybe	Politics,Alone,Capital	Yes	Bali	Hubungan Internasional	Yes	> 7
31-35	Female	S1	Yes	Limited job,Education,Health,Gender equality,Agriculture,HumanSociety,Macroeconomics	Entrepreneur	Yes	Politics,Bureaucracy,Timing	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	2-5
26-30	Female	S1	Yes	Crime,Health,PoliticsLaw,Agriculture,HumanSociety	Entrepreneur	Yes	Believe	No	Jawa Barat	Bisnis	No
17-25	Male	S1	No	Education,Health	Professor	Yes	Believe	Yes	Jawa Tengah	Teknik	Yes	> 7
17-25	Female	S2	Yes	Limited job,Education,Health	Professor	Yes	Realistic	Yes	Kepulauan Riau	Kedokteran	Yes	2-5
26-30	Female	S1	No	Education,Energy	Birokrat	Yes	Politics,Bureaucracy	Yes	Nusa Tenggara Barat	Teknik	Yes	5-7
17-25	Male	S1	No	Health	Entrepreneur	Yes	Paper,Alone,Capital,Bureaucracy	Yes	Jawa Tengah	Pendidikan	Yes	2-5
17-25	Female	S1	No	Limited job,Education,Media,Technology	Professor	Yes	Believe	Yes	Sumatera Utara	Pendidikan	Yes	> 7
17-25	Male	S1	No	Crime,Bureaucracy,Education,PoliticsLaw,Agriculture,Energy,Natural resources,Media,Macroeconomics,Microeconomics, Energy	Professor	Yes	Alone	Yes	Sulawesi Tengah	Pertanian	Yes	5-7
17-25	Male	S1	No	Crime,Limited job,Bureaucracy,Education,Macroeconomics,Microeconomics,Youth	Professor	Yes	Believe	Yes	Jawa Tengah	Pendidikan	Yes	< 2
17-25	Male	S1	No	Bureaucracy,PoliticsLaw,Macroeconomics	Entrepreneur	Yes	Realistic,Politics,Bureaucracy	Yes	Jawa Timur	Ekonomi	Yes	2-5
17-25	Male	SMA	No	Crime,Bureaucracy,Education,Health,PoliticsLaw,Agriculture,Energy,Defense,Media,Macroeconomics, Technology	Professor	Yes	Realistic,Alone	Yes	Jawa Barat	Pendidikan	Yes	< 2
17-25	Female	S1	Yes	Crime,Limited job,Education,PoliticsLaw,Energy	Professor	Maybe	Inside	Yes	Sulawesi Selatan	Teknik	Yes	< 2
26-30	Male	S1	No	Crime,Limited job,Education,PoliticsLaw,Energy	Professor	Yes	Believe	Yes	Jawa Timur	Teknik	Yes	< 2
17-25	Female	D3	No	Bureaucracy,Gender equality,HumanSociety,Youth	Entrepreneur	Yes	Politics	Yes	Jawa Timur	Kedokteran	Yes	< 2
17-25	Male	S1	No	Education,Health,Agriculture	Professor	Yes	Alone,Communication,Timing	Yes	Kalimantan Selatan	Hubungan Internasional	Yes	5-7
17-25	Female	S1	No	Health	Entrepreneur	Yes	Paper,Alone	Yes	Banten	Bisnis	Yes	< 2
17-25	Male	S1	Yes	Limited job,Education,Gender equality,Media,Youth	Professional	Yes	Bureaucracy	Yes	Jawa Timur	Teknik	Yes	5-7
17-25	Male	S2	Yes	Bureaucracy,Education,Defense	Professional	Maybe	Realistic,Politics,Capital,Communication,Bureaucracy,	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Male	S1	Yes	Crime,Limited job,Bureaucracy,Education,PoliticsLaw,Agriculture,Microeconomics	Professional	Yes	Believe,Alone,Capital	No	DKI Jakarta	Ekonomi	Yes	< 2
26-30	Male	S2	Yes	Crime	Professor	Yes	Paper,Politics,Alone,Capital	Yes	DI Yogyakarta	Sistem Informasi/ Komputer	Yes	5-7
17-25	Male	S2	No	Crime,Limited job,Bureaucracy,Education,Gender equality,PoliticsLaw,Technology,Youth	Professor	Yes	Bureaucracy	Yes	Maluku Utara	Pendidikan	Yes	2-5
26-30	Male	S1	No	Bureaucracy,HumanSociety	Professor	Maybe		Yes	Sulawesi Selatan	Ilmu Sosial dan Politik	Yes	> 7
17-25	Male	S1	No	Limited job,Education,Defense,Defense,Media,Youth	Professor	Yes	Believe,Realistic	Yes	Jawa Timur	Seni/ Desain/ Media	Yes	2-5
26-30	Male	S2	Yes	Crime,Bureaucracy,Education,PoliticsLaw,Media	Birokrat	Maybe	Communication,Bureaucracy	No	Jawa Barat	Ekonomi	No	< 2
26-30	Female	S2	No	Youth	Professor	Yes	Realistic	Yes	Riau	Sains	Yes	< 2
26-30	Male	S2	No	Energy	Professor	Maybe	Politics,Alone,Bureaucracy	Yes	Lampung	Psikologi	Yes	5-7
17-25	Female	S1	Yes	Agriculture,Energy,Media,Technology	Professor	Yes	Believe	Yes	Jawa Timur	pertanian	Yes	5-7
17-25	Female	S1	No	Education,Energy	Professor	Maybe	Realistic	Yes	Papua	Teknik	Yes	> 7
26-30	Male	S1	No	Crime,Education,PoliticsLaw,Youth	Professional	Yes	Believe	Yes	Nusa Tenggara Barat	Pendidikan	Yes	5-7
35+	Male	S1	No	Bureaucracy,Macroeconomics	Professor	Yes	Paper,Communication	Yes	Nusa Tenggara Barat	Pendidikan	Yes	2-5
17-25	Male	S1	No	Crime,Bureaucracy,Education,Health,PoliticsLaw,Natural resources,Defense,Media	Professional	Yes	Believe	Yes	Jawa Barat	Sains	Yes	2-5
17-25	Male	S1	No	Education,Health,PoliticsLaw,Defense	Professor	Yes	Capital,Communication	Yes	Kalimantan Barat	Kesehatan	Yes	< 2
17-25	Male	S1	Yes	Crime,Health,Media,Youth	Professional	Maybe	Politics,Alone,No idea	Yes	DKI Jakarta	Teknik	Yes	5-7
17-25	Male	S1	Yes	Energy,Technology	Birokrat	Yes	Communication	Yes	Jawa Tengah	Sistem Informasi/ Komputer	Yes	< 2
17-25	Male	S1	No	Health	Entrepreneur	Maybe	Paper,Alone,Capital	Yes	Nusa Tenggara Barat	Ekonomi	Yes	> 7
17-25	Female	S2	No	Education,Defense	Professor	Yes	Paper,Capital,Communication,Inside	Yes	DI Yogyakarta	Sains	Yes	2-5
17-25	Male	S1	No	Crime,Limited job,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,HumanSociety,Media,Youth,	Professor	Yes	Timing	Yes	Kalimantan Barat	Ilmu Sosial dan Politik	Yes	> 7
31-35	Male	S1	Yes	Education,Health	Professor	Maybe	Realistic,Communication	Yes	Jawa Barat	Pendidikan	Yes	> 7
17-25	Female	S2	Yes	Crime,Limited job,Education,Agriculture,Youth	Professional	Maybe	Timing	Yes	Jawa Barat	Sains	Yes	< 2
17-25	Male	S1	Yes	Health	Entrepreneur	Maybe	Realistic,Politics,Bureaucracy	Yes	Sulawesi Selatan	Bisnis	Yes	2-5
26-30	Male	S2	No	CreativeTourism,Environmental	Professor	Yes	Believe	Yes	Jawa Barat	Teknik	Yes	< 2
26-30	Female	S2	Yes	Technology	Professor	Maybe	Alone	No	Banten	Ilmu Sosial dan Politik	No
17-25	Male	S1	Yes	Education,Gender equality,Youth	Professor	Yes	Believe	Yes	Sulawesi Selatan	Teknik	Yes	< 2
17-25	Male	S2	No	Energy	Professor	Yes	Believe	Yes	DKI Jakarta	Sistem Informasi/ Komputer	Yes	2-5
26-30	Female	S2	Yes	Agriculture,Defense	Entrepreneur	Yes	Paper	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Male	SMA	No	Youth,PoliticsLaw	Entrepreneur	Maybe	Alone	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Female	S1	No	Media	Professor	Yes	Politics	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Male	SMA	No	Health,Gender equality	Professor	Yes	Realistic,Paper,Alone,Capital	Yes	Jawa Barat	Ekonomi	Yes	2-5
17-25	Male	S1	No	Limited job,Technology	Professional	Yes	Realistic,Paper,Capital,Inside	Yes	Jawa Barat	Teknik	Yes	2-5
17-25	Male	S1	Yes	Health,Gender equality	Professional	Yes	Politics,Bureaucracy	Yes	DKI Jakarta	Teknik	Yes	2-5
31-35	Female	S2	Yes	Macroeconomics	Professor	Yes	Paper	Yes	Jawa Barat	Pendidikan	Yes	2-5
17-25	Female	S1	Yes	Crime,Limited job,Bureaucracy,Education,Youth	Professional	Maybe	Paper	Yes	Jawa Barat	Psikologi	Yes	2-5
26-30	Female	S1	No	Crime,Limited job,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Media,Microeconomics,Technology, HumanSociety	Professional	Maybe	Bureaucracy	No	Banten	Hukum	No
17-25	Female	S1	Yes	Education,Agriculture	Professor	Maybe	No idea	Yes	DKI Jakarta	Sains	Yes	< 2
31-35	Male	S2	Yes	Limited job,Bureaucracy,Education	Professor	Yes	Alone	Yes	DI Yogyakarta	Bisnis	Yes	< 2
17-25	Male	SMA	No	Limited job	Professional	Yes	Believe	No	Lampung	Teknik	No
17-25	Female	S1	No	Crime,Education,Agriculture,Defense,HumanSociety,Technology,Youth	Professor	Yes	Timing	Yes	Kalimantan Timur	Sains	Yes	2-5
17-25	Female	S2	Yes	Bureaucracy,Education,Technology	Professor	Maybe	Capital	Yes	Jawa Barat	Teknik	Yes	2-5
17-25	Female	S2	Yes	Education	Birokrat	Maybe	Bureaucracy	Yes	Jawa Timur	Hukum	Yes	2-5
17-25	Female	S1	No	Health	Entrepreneur	Yes	Paper,Alone,Communication,Bureaucracy	Yes	Jawa Barat	Sains	Yes	> 7
17-25	Male	S1	Yes	Education	Professional	Yes	Believe	Yes	Lampung	Sains	Yes	> 7
17-25	Male	S1	No	Limited job,Agriculture,Microeconomics	Professional	Yes	Believe	Yes	Jawa Barat	Teknik	Yes	2-5
17-25	Male	S1	No	Education,Energy,Natural resources,Defense,Technology,Youth	Entrepreneur	Yes	Alone,Communication	Yes	Bangka Belitung	Kesehatan	Yes	< 2
17-25	Male	S1	No	Youth	Entrepreneur	Maybe	Realistic	Yes	Jawa Barat	Sistem Informasi/ Komputer	Yes	2-5
17-25	Female	SMA	No	Education,Technology	Professor	Maybe	Paper,Communication,Bureaucracy	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Female	SMA	No	Education	Professor	Yes	Politics,Alone,Communication,Inside	Yes	Bangka Belitung	Sains	Yes	< 2
17-25	Female	S1	No	Limited job,Bureaucracy,Education	Professor	Yes	Paper	Yes	DI Yogyakarta	Sains	Yes	< 2
17-25	Female	S1	No	Limited job,Health,Natural resources	Professional	Maybe	Realistic,Capital	Yes	Jawa Tengah	Teknik	Yes	2-5
35+	Female	S2	No	Education,Health,Gender equality	Birokrat	Yes	Believe	Yes	Kepulauan Riau	Ekonomi	Yes	< 2
17-25	Male	S1	No	Agriculture,Media,Macroeconomics,Microeconomics	Professor	Yes	Alone,Capital	Yes	Sumatera Barat	Sains	Yes	< 2
17-25	Male	S1	No	Energy,Defense,Media,Technology	Professional	Yes	Realistic	Yes	Jawa Tengah	Pendidikan	Yes	< 2
26-30	Male	S2	Yes	Limited job,Bureaucracy,Education,Agriculture,Energy,Microeconomics,Technology	Professor, Birokrat	Yes	Communication	Yes	DKI Jakarta	Ekonomi	Yes	< 2
26-30	Female	S1	No	Limited job,Health,Energy,Media,Macroeconomics	Birokrat	Maybe	Believe	Yes	DI Yogyakarta	Ekonomi	Yes	> 7
17-25	Male	S1	No	Education,Health,Gender equality,Youth	Professor	Yes	Believe	Yes	Sulawesi Selatan	HumanSocietyiora	Yes	2-5
17-25	Male	S1	No	Limited job,Defense,Macroeconomics,Technology	Professor	Yes	Family,Communication,Inside	Yes	Sulawesi Selatan	HumanSocietyiora	Yes	2-5
26-30	Female	S1	No	Technology,Youth	Birokrat	Yes	Bureaucracy	No	Riau	Sains	No
17-25	Male	S1	No	Crime,Limited job,Bureaucracy,Education,Youth	Professor	Maybe	Politics	Yes	Jawa Barat	Sastra	Yes	< 2
17-25	Female	S1	No	Technology	Professional	Maybe	Believe	Yes	Sumatera Selatan	Seni/ Desain/ Media	Yes	2-5
26-30	Female	S1	No	Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Agriculture,Energy,Natural resources,HumanSociety,Media, Youth	Professional	Yes	Realistic,Paper	Yes	Aceh	Ekonomi	Yes	2-5
17-25	Male	SMA	No	Crime,Education	Professional	Maybe	Realistic,Alone,Capital	Yes	Banten	Sistem Informasi/ Komputer	Yes	> 7
17-25	Female	S1	No	Health,Agriculture	Professor	Maybe	Paper	Yes	Banten	Ekonomi	Yes	2-5
26-30	Male	S1	No	Limited job,Macroeconomics,Microeconomics,Technology	Professor	Yes	Believe	Yes	Kalimantan Selatan	Ilmu Sosial dan Politik	Yes	< 2
31-35	Male	D3	No	Limited job,Education,Energy,Technology	Professional	Maybe	Paper,Alone	Yes	DKI Jakarta	Ekonomi	Yes	> 7
17-25	Male	S1	No	Education	Professor	Yes	Paper	Yes	Nusa Tenggara Barat	Pendidikan	Yes	2-5
17-25	Female	S1	No	Education,Energy,Technology	Professional	Maybe	Alone,Inside	Yes	Jawa Timur	Seni/ Desain/ Media	Yes	2-5
17-25	Female	S1	No	Education,Health,Media,Technology,Youth	Entrepreneur	Maybe	Believe	Yes	Jawa Tengah	Ekonomi	Yes	2-5
17-25	Female	S1	No	Limited job,Education,Youth	Professor	Yes	Believe	Yes	DI Yogyakarta	Kesehatan	Yes	2-5
17-25	Male	S1	No	Crime,Education,Health,Gender equality,Macroeconomics,Microeconomics,Youth	Professor	Yes	Alone,Timing	Yes	Sulawesi Selatan	Sains	Yes	> 7
26-30	Female	S1	No	Education,Agriculture,Defense	Professor	Maybe	Alone,Communication	Yes	Aceh	Kesehatan	Yes	2-5
17-25	Male	SMA	No	Crime,Energy,Youth	Entrepreneur	Maybe	Realistic,Politics,Inside	Yes	Banten	Ekonomi	Yes	< 2
17-25	Male	S1	No	Education,Media	Professor	Yes	Capital	Yes	Sulawesi Selatan	Pendidikan	Yes	5-7
17-25	Male	S1	No	Health,Gender equality	Professor	Yes	Realistic,Paper,Politics,Alone,Bureaucracy,	Yes	Jawa Timur	Teknik	Yes	< 2
17-25	Female	S1	Yes	Crime,Bureaucracy,Education,Health,PoliticsLaw	Entrepreneur	Yes		Yes	Jawa Timur	Sains	Yes	2-5
26-30	Male	S2	Yes	Education,Defense	Entrepreneur	Yes	Paper,Capital,Bureaucracy	Yes	Sulawesi Selatan	Kedokteran	Yes	< 2
17-25	Male	S2	No	Limited job,Agriculture,Youth	Birokrat	Yes	Believe	Yes	Jawa Barat	Ekonomi	Yes	2-5
17-25	Female	S1	Yes	Limited job	Professional	Yes	Paper,Politics,Family,Inside	Yes	DKI Jakarta	Ekonomi	Yes	2-5
17-25	Male	SMA	No	Crime,Limited job,Bureaucracy,Education,Health,Gender equality,Youth	Activist	Yes	Timing	Yes	Jawa Tengah	Pendidikan	Yes	< 2
17-25	Female	SMA	No	Limited job,Education,Health,Agriculture,Defense,Media	Entrepreneur	Yes	Realistic	Yes	Banten	Kesehatan	Yes	2-5
17-25	Female	S1	No	Crime,Bureaucracy,Education,Gender equality,PoliticsLaw,Media,Youth	Professional	Maybe	Capital,Communication	Yes	DKI Jakarta	Ekonomi	No
17-25	Female	S1	No	Bureaucracy,Media	Birokrat	Maybe	Bureaucracy	No	Jawa Barat	Teknik	No
26-30	Male	S2	No	Education,Agriculture,Energy,Youth	Professor	Yes	Bureaucracy	Yes	Aceh	Pendidikan	No	2-5
35+	Male	S2	No	Limited job,Energy	Birokrat	Yes	Paper,Alone,Capital	Yes	Aceh	Ekonomi	Yes	> 7
17-25	Female	S1	No	Limited job,Education,Technology	Professor	Yes	Realistic,Alone,Communication,Bureaucracy	Yes	Sumatera Selatan	Pendidikan	Yes	2-5
31-35	Female	S1	No	Education,Media,Macroeconomics,Microeconomics	Entrepreneur	Yes	Believe,Paper,Alone,Communication	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Male	SMA	No	Crime,Limited job,Education,Health,PoliticsLaw,Energy,Defense,Media	Entrepreneur	Yes	Communication,Bureaucracy	Yes	Jawa Timur	Ilmu Sosial dan Politik	Yes	5-7
17-25	Male	S1	No	Infrastructure	Professor	Maybe		Yes	DKI Jakarta	Kesehatan	Yes	< 2
17-25	Female	S2	No	Health,Gender equality,Macroeconomics	Birokrat	Maybe	Politics,Bureaucracy	Yes	Jawa Timur	Ekonomi	Yes	2-5
17-25	Female	S1	No	Limited job,Agriculture,Energy	Professor	Yes	Realistic,Bureaucracy	Yes	Jawa Barat	Sejarah	Yes	5-7
26-30	Male	S1	No	Crime,Limited job,Education,Youth	Professional	Yes	Alone	Yes	Jawa Timur	Hubungan Internasional	Yes	> 7
17-25	Male	SMA	No	Limited job,Education,Macroeconomics,Microeconomics	Entrepreneur	Yes	Realistic,Bureaucracy	Yes	Jawa Timur	Pendidikan	Yes	> 7
17-25	Female	S1	No	Crime,Bureaucracy,PoliticsLaw	Professor	Yes	Alone	Yes	DKI Jakarta	Hubungan Internasional	Yes	< 2
26-30	Male	SMA	No	Youth	Professor	Yes	Believe	Yes	DI Yogyakarta	Pendidikan	Yes	5-7
17-25	Male	S1	No	Youth	Professor	Yes	Paper,Politics,Alone,No idea,No idea,	Yes	DI Yogyakarta	Geografi	Yes	< 2
26-30	Male	S2	No	Macroeconomics	Professional	Yes	Politics,Capital,No idea,Bureaucracy,Timing,	Yes	Jawa Timur	Ekonomi	Yes	2-5
17-25	Female	S1	No	Education	Entrepreneur	Yes	Realistic	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Male	S2	Yes	Education	Professional	Maybe	Paper	Yes	Kalimantan Barat	Teknik	Yes	> 7
17-25	Male	S1	No	Crime	Professor	Yes	Realistic,Paper,Communication,Bureaucracy,Inside,	Yes	Sulawesi Selatan	Sejarah	Yes	2-5
26-30	Male	S1	No	Crime,Education,Media	Entrepreneur	Yes	Politics,Bureaucracy	Yes	Sulawesi Selatan	Sistem Informasi/ Komputer	Yes	2-5
26-30	Male	S1	No	Limited job,Education,Media,Microeconomics	Professor	Yes	Alone,Inside	Yes	Sulawesi Tenggara	Kesehatan	Yes	5-7
17-25	Female	S2	Yes	Education	Professor, Entrepreneur	Maybe	Realistic,Paper,Alone	Yes	DKI Jakarta	Ilmu Sosial dan Politik	Yes	< 2
17-25	Male	S1	Yes	Youth	Entrepreneur	Maybe	Believe,Bureaucracy	Yes	DKI Jakarta	Ekonomi	Yes	< 2
17-25	Female	S1	Yes	Education	Professor	Yes	Capital	Yes	Jawa Barat	Seni/ Desain/ Media	Yes	2-5
17-25	Female	S1	No	Media	Birokrat	Yes	Believe	Yes	DKI Jakarta	Ekonomi	Yes	< 2
26-30	Male	S1	No	Limited job,Education	Professor	Yes	Realistic,Family,Alone,Capital,Timing,	Yes	Sulawesi Tenggara	Ekonomi	Yes	> 7
26-30	Female	S2	Yes	Health,Gender equality,Youth	Professor	Yes	Believe	Yes	DKI Jakarta	Bisnis	Yes	< 2
26-30	Female	S2	Yes	Limited job,Education,Energy,Technology	Birokrat	Yes	Believe	No	Jawa Barat	Ekonomi	No
17-25	Female	S2	Yes	Education,Youth	Entrepreneur	Yes		Yes	DKI Jakarta	Bisnis	Yes	< 2
17-25	Male	S1	Yes	PoliticsLaw,Youth	Professor	Maybe	Realistic	Yes	DI Yogyakarta	Teknik	Yes	5-7
26-30	Male	S2	Yes	Crime,Limited job,Bureaucracy,Education,Health,Energy,Natural resources,Defense,HumanSociety,Media,	Entrepreneur	Yes	Believe	Yes	Sumatera Utara	Seni/ Desain/ Media	Yes	2-5
17-25	Female	S1	Yes	Limited job,Bureaucracy,Youth	Professor	Maybe	Paper,Alone,Communication	Yes	Nusa Tenggara Timur	Pendidikan	Yes	> 7
17-25	Female	S1	Yes	Limited job,Health	Professional	Yes	Alone	Yes	Lampung	Pendidikan	Yes	2-5
26-30	Male	S2	Yes	Crime,Limited job,Agriculture,Macroeconomics,Microeconomics,Youth	Professor	Yes	Believe	Yes	Jawa Barat	Sains	Yes	> 7
26-30	Male	S3	Yes	Education,Media,Macroeconomics,Microeconomics,Technology	Entrepreneur	Yes	Believe,Family	No	Banten	Sains	Yes	> 7
17-25	Male	S1	No	Youth	Professor	Maybe	Realistic	Yes	Jawa Barat	Teknik	Yes	> 7
17-25	Male	S1	No	Education,Health,PoliticsLaw,Media,Youth	Entrepreneur	Yes	Realistic	Yes	Jawa Barat	Sistem Informasi/ Komputer	Yes	> 7
17-25	Male	SMA	No	Education,Energy,Natural resources	Professional	Yes	Believe	Yes	Jawa Barat	Teknik	Yes	5-7
17-25	Female	S1	No	Infrastructure	Entrepreneur	Maybe	Realistic,Paper,Politics	Yes	Sulawesi Selatan	Ekonomi	Yes	2-5
17-25	Male	S1	No	Education	Professor	Maybe	Realistic	Yes	DI Yogyakarta	Sains	Yes	< 2
17-25	Male	S1	No	Crime,Bureaucracy,Macroeconomics,Microeconomics	Professor	Maybe	Alone	Yes	DI Yogyakarta	Sains	Yes	< 2
17-25	Male	S1	No	Limited job,Gender equality,Macroeconomics,Microeconomics	Professor	Yes	Paper,Capital	Yes	Jawa Timur	HumanSocietyiora	Yes	< 2
17-25	Male	S1	No	Crime,Education	Birokrat	Yes	Believe,Realistic,Paper,Politics,Family,Capital	Yes	Lampung	Ilmu Sosial dan Politik	Yes	2-5
17-25	Male	S1	Yes	Education	Entrepreneur	Maybe	Politics,Capital,Bureaucracy	Yes	Jawa Barat	Seni/ Desain/ Media	Yes	2-5
17-25	Male	S1	No	Education,Macroeconomics,Youth	Professor	Yes	Bureaucracy	Yes	Jawa Timur	Teknik	Yes	2-5
17-25	Female	SMA	No	Crime,Limited job,Bureaucracy,Education,Youth	Professor	Yes	Politics	Yes	Jambi	Pendidikan	Yes	2-5
35+	Male	S2	No	Limited job,Education,Technology	Birokrat	Yes	Paper	Yes	Sulawesi Barat	Pendidikan	Yes	2-5
17-25	Male	S2	Yes	Crime,Limited job,Education,Health,Macroeconomics,Microeconomics,Youth	Professional	Yes	Alone,Communication	Yes	Kepulauan Riau	Sains	Yes	5-7
17-25	Male	S2	No	Education	Entrepreneur	Yes	Capital	No	Jawa Tengah	Seni/ Desain/ Media	Yes	5-7
17-25	Male	S1	Yes	Education	Professional	Yes	Capital	Yes	DKI Jakarta	Teknik	Yes	< 2
17-25	Male	S1	No	Microeconomics,CreativeTourism	Professor	Yes	Paper,Capital	Yes	Jawa Tengah	Sains	Yes	< 2
26-30	Female	S2	Yes	Crime,Limited job,Bureaucracy,Education,Health,Agriculture,Natural resources,Media,Macroeconomics,Microeconomics,	Professional	Maybe	Politics,Bureaucracy	Yes	DKI Jakarta	Hubungan Internasional	Yes	< 2
17-25	Female	S1	No	Crime,Limited job,Education	Professor	Yes	Believe,No idea	Yes	Jawa Tengah	Kesehatan	Yes	< 2
26-30	Male	S1	Yes	Crime,Limited job,Education,Energy,Macroeconomics,Microeconomics,Youth	Professor	Yes	Politics	Yes	DI Yogyakarta	Teknik	Yes	2-5
17-25	Male	S2	Yes	Limited job,Education,Macroeconomics,Microeconomics,Technology,Youth	Entrepreneur	Yes	Family,Alone,Capital,Communication	Yes	DKI Jakarta	Teknik	Yes	2-5
17-25	Male	S1	Yes	Education,Health,Youth	Professor	Maybe	Paper	No	DKI Jakarta	Sains	No
17-25	Male	S2	Yes	Limited job,Bureaucracy,Education,Health,Youth	Professor	Yes	Believe,Capital,Timing	Yes	Jawa Timur	Kesehatan	Yes	2-5
17-25	Male	S1	Yes	Crime,Limited job,Bureaucracy,Macroeconomics,Microeconomics	Professor	Yes	Alone,Capital	Yes	DKI Jakarta	Seni dan Budaya	Yes	< 2
17-25	Male	S1	Yes	Limited job,Education	Professional	Yes	Paper,Timing	No	DI Yogyakarta	Teknik	Yes
17-25	Female	S1	Yes	Microeconomics	Professor	Yes		Yes	Jawa Tengah	Teknik	Yes	> 7
26-30	Male	S1	No	Crime,Limited job,Bureaucracy,Education,Health,Gender equality,PoliticsLaw,Agriculture,Energy,Natural resources, Defense	Activist	Maybe	Bureaucracy	Yes	Jawa Tengah	Sistem Informasi/ Komputer	Yes	< 2
17-25	Female	S1	No	Limited job,Education,Energy,Natural resources,HumanSociety,Macroeconomics,Microeconomics,Technology	Professor	Yes	Realistic,Family	Yes	Sumatera Utara	Teknik	Yes	2-5
26-30	Male	S1	No	Macroeconomics	Entrepreneur	Yes	Believe	Yes	Sulawesi Selatan	Ekonomi	Yes	5-7
17-25	Male	S1	No	Limited job,Education	Professor	Yes	Believe,Politics,Alone,Capital	Yes	Jawa Barat	Sains	Yes	< 2
26-30	Female	S1	No	Energy,Natural resources,Technology	Professional	Yes	Alone,Timing	Yes	DI Yogyakarta	HumanSocietyiora	Yes	< 2
17-25	Male	SMA	No	Media	Professor	Maybe	Communication,Inside	No	DKI Jakarta	Teknik	No
26-30	Male	S1	No	Crime,Limited job,Bureaucracy,Education	Entrepreneur	Yes	Believe	Yes	Jawa Timur	Seni/ Desain/ Media	Yes	< 2
17-25	Female	S1	Yes	Energy,Environmental	Professional	Yes	Paper,Politics,Family	Yes	DKI Jakarta	Sastra	Yes	< 2
17-25	Male	S1	No	Education,Agriculture	Professional	Maybe	Realistic,Alone	Yes	Bengkulu	Teknik	Yes	2-5
17-25	Male	S1	No	Education,Health,Technology	Professor	Maybe	Politics,Alone,Capital,Bureaucracy	Yes	Aceh	Teknik	Yes	2-5
17-25	Female	S1	No	Crime,Limited job,Education,Media,Technology	Birokrat	Yes	Politics	Yes	Sumatera Selatan	Teknik	Yes	> 7
17-25	Female	S2	No	Limited job,Education,Media	Professor	Yes	Paper	Yes	Jawa Timur	Teknik	Yes	2-5
